Syringe,H2O_mL,air_mL,eq_temp,ResetTime
Std_1,0,70,21,2022-07-13 02:32:12
33,70,70,21,2022-07-13 02:34:33
70,70,70,21,2022-07-13 02:36:58
72,70,70,21,2022-07-13 02:39:18
32,70,70,21,2022-07-13 02:41:46
37,70,70,21,2022-07-13 02:44:24
71,70,70,21,2022-07-13 02:46:53
BH21,70,70,21,2022-07-13 02:49:24
74,70,70,21,2022-07-13 02:51:55
