batch,trt,leachate,sample_datetime,delCO2_mean,delCO2_sd,DIC_mgL_mean,DIC_mgL_sd,DIC_13C_ugL_mean,DIC_13C_ugL_sd,site
1,C,0,2023-09-29T16:04:00Z,-16.074354522762818,0,18.595824791513927,0,220.1021442836092,0,ybc
1,C,1,2023-09-29T16:28:00Z,-13.91292074425,0,18.577110823607683,0,220.35852054960554,0,ybc
1,CNP,0,2023-09-29T16:09:00Z,-15.354114656551282,0,18.613412691055323,0,220.46998147063044,0,ybc
1,CNP,1,2023-09-29T16:33:00Z,-15.077505990760685,0,18.594212312411727,0,220.30347777332895,0,ybc
1,NP,0,2023-09-29T15:59:00Z,-16.40231690350641,0,18.723179984346242,0,221.53697394931334,0,ybc
1,NP,1,2023-09-29T16:21:00Z,-15.665064903549144,0,18.655933098935904,0,220.90466523400497,0,ybc
1,W,0,2023-09-29T15:53:00Z,-16.194506595692307,0,18.603748153923796,0,220.16932565317296,0,ybc
1,W,1,2023-09-29T16:14:00Z,-15.957203758532051,0,18.622040158001816,0,220.43784964571915,0,ybc
2,C,0,2023-10-04T13:20:15Z,-16.01319745230716,0.3231611558157159,19.069162919294257,0.056480558173218044,225.71844418352072,0.6320533387065693,ybc
2,C,1,2023-10-04T14:54:00Z,1.3878231876547211,1.3807407340958775,19.211023940176705,0.06726290987315867,231.37326441443372,0.6074487707191337,ybc
2,CNP,0,2023-10-04T13:40:00Z,-16.0517625802906,0.28405135350683763,19.1069050454628,0.01544347104436457,226.15660846150217,0.1763233799073648,ybc
2,CNP,1,2023-10-04T15:15:00Z,2.0447088987787136,1.8161099726358914,19.30977273090135,0.05593433793389306,232.7107914253361,0.32876509627493533,ybc
2,NP,0,2023-10-04T13:09:00Z,-16.680621935656518,0.6811459419908501,18.679854958889784,0.04840984413195974,220.9614375933645,0.44301570783654914,ybc
2,NP,1,2023-10-04T14:34:30Z,0.767740031099297,1.4475222599470075,18.75633488601563,0.13139899796057922,225.76022434108174,1.717317749600733,ybc
2,W,0,2023-10-04T12:56:15Z,-15.563789613580129,0.30326881105582754,18.620099667105347,0.020515067670696538,220.50266735223133,0.194685264962164,ybc
2,W,1,2023-10-04T14:14:15Z,1.7134696008083425,2.253668623463317,18.803909443595156,0.02860920975062883,226.54003863318962,0.6078223023630314,ybc
