site,trt,excess_13C_DIC,excess_13C_sd,excess_DIC,excess_DIC_sd,carbon,nuts
nyack_mc,C,1.854437108454879,0.6650446269857208,82.29618676423884,37.53772934705862,Glucose,No Nutrients
nyack_mc,CNP,1.6502395264878322,0.9108028030183322,61.37172295737747,74.48375177458493,Glucose,Nutrients
nyack_mc,NP,1.2567951635490202,1.6068410047145194,42.498934756867584,126.23910235323945,No Glucose,No Nutrients
nyack_mc,W,1.1242227049306484,0.4558379748904155,27.51777033883296,40.62855834196344,No Glucose,Nutrients
