site,trt,excess_13C_DIC,excess_13C_sd,excess_DIC,excess_DIC_sd,carbon,nuts
fl2,C,3.020322404916181,0.4321923683525978,135.42269563805235,49.49222060404999,Glucose,No Nutrients
fl2,CNP,2.1797452473310654,0.12223707062857539,39.81458073874548,8.15563297437524,Glucose,Nutrients
fl2,NP,2.1221244429229755,0.26455697531101663,45.323247457792135,18.321367746915982,No Glucose,No Nutrients
fl2,W,1.8229056322543762,0.16255773497875545,33.002223165667274,42.91139699412535,No Glucose,Nutrients
