site,trt,excess_13C_DIC,excess_13C_sd,excess_DIC,excess_DIC_sd,carbon,nuts
fl,C,2.0863218796157734,0.11449946419110094,91.36849124090507,13.848127239417373,Glucose,No Nutrients
fl,CNP,0.9679890203012279,0.12786622858028673,-3.8079757732563024,12.44359898132762,Glucose,Nutrients
fl,NP,1.1800950994860002,0.17220437230655997,20.877255473635152,16.02471167412255,No Glucose,No Nutrients
fl,W,1.6923517783600635,0.32460883151805886,10.306635155587081,4.200236803146569,No Glucose,Nutrients
