Syringe,H2O_mL,air_mL,eq_temp,ResetTime
Std_2,0,70,20.5,2023-07-03 20:50:18
u002,70,70,20.5,2023-07-03 20:52:42
120,70,70,20.5,2023-07-03 20:56:33
33,70,70,20.5,2023-07-03 20:59:39
u005,70,70,20.5,2023-07-03 21:02:31
33,70,70,20.5,2023-07-05 21:33:59
120,70,70,20.5,2023-07-05 21:36:09
U005,70,70,20.5,2023-07-06 23:01:34
U002,70,70,20.5,2023-07-06 23:04:19
U005,70,70,20.5,2023-07-07 21:55:33
120,70,70,20.5,2023-07-07 21:57:53
120,70,70,20.5,2023-07-10 19:05:56
33,70,70,20.5,2023-07-10 19:08:15
