effect,site,model_estimate,est_sd,CI_95
carbon,"Flathead Lake, July",-0.5697493201339796,0.09732726316467682,0.19076143580276658
carbon,"Flathead Lake, October",0.01557808095605323,0.09732726316467682,0.19076143580276658
carbon,Nyack Main Channel,0.20258909556556484,0.10898828444833544,0.21361703751873745
carbon,Nyack Side Channel,0.1584731647942177,0.10898828444833544,0.21361703751873745
carbon,Yellow Bay Creek,-0.0022789324348991002,0.09732726316467682,0.19076143580276658
